Tipo,Evento_Desemparelhado,Data/Hora Evento,Sequência,Tipo Mensagem,Observação
Velocidade,Excessos consecutivos - possível perda de Retorno,2025-07-28 14:40:58,567,Excesso de velocidade,"Excesso seguido de outro Excesso (2025-07-28 14:42:00, seq: 568)"
Velocidade,Excesso sem Retorno posterior,2025-07-28 14:40:58,567,Excesso de velocidade,Excesso de velocidade sem Retorno posterior
Velocidade,Excessos consecutivos - possível perda de Retorno,2025-07-28 14:42:00,568,Excesso de velocidade,"Excesso seguido de outro Excesso (2025-07-28 14:52:17, seq: 572)"
Velocidade,Excesso sem Retorno posterior,2025-07-28 14:42:00,568,Excesso de velocidade,Excesso de velocidade sem Retorno posterior
Velocidade,Excessos consecutivos - possível perda de Retorno,2025-07-28 14:52:17,572,Excesso de velocidade,"Excesso seguido de outro Excesso (2025-07-28 14:56:19, seq: 574)"
Velocidade,Excesso sem Retorno posterior,2025-07-28 14:52:17,572,Excesso de velocidade,Excesso de velocidade sem Retorno posterior
Velocidade,Excesso sem Retorno posterior,2025-07-28 14:56:19,574,Excesso de velocidade,Excesso de velocidade sem Retorno posterior
Velocidade,Excessos consecutivos - possível perda de Retorno,2025-07-28 14:56:19,574,Excesso de velocidade,"Excesso seguido de outro Excesso (2025-07-28 14:57:55, seq: 575)"
Velocidade,Excessos consecutivos - possível perda de Retorno,2025-07-28 14:57:55,575,Excesso de velocidade,"Excesso seguido de outro Excesso (2025-07-28 14:58:57, seq: 577)"
Velocidade,Excesso sem Retorno posterior,2025-07-28 14:57:55,575,Excesso de velocidade,Excesso de velocidade sem Retorno posterior
Velocidade,Excessos consecutivos - possível perda de Retorno,2025-07-28 14:58:57,577,Excesso de velocidade,"Excesso seguido de outro Excesso (2025-07-28 14:59:57, seq: 578)"
Velocidade,Excesso sem Retorno posterior,2025-07-28 14:58:57,577,Excesso de velocidade,Excesso de velocidade sem Retorno posterior
Velocidade,Excessos consecutivos - possível perda de Retorno,2025-07-28 14:59:57,578,Excesso de velocidade,"Excesso seguido de outro Excesso (2025-07-28 15:00:24, seq: 579)"
Velocidade,Excesso sem Retorno posterior,2025-07-28 14:59:57,578,Excesso de velocidade,Excesso de velocidade sem Retorno posterior
Velocidade,Excessos consecutivos - possível perda de Retorno,2025-07-28 15:00:24,579,Excesso de velocidade,"Excesso seguido de outro Excesso (2025-07-28 15:00:57, seq: 582)"
Velocidade,Excesso sem Retorno posterior,2025-07-28 15:00:24,579,Excesso de velocidade,Excesso de velocidade sem Retorno posterior
Ignição,IGN consecutivos - possível perda de IGF,2025-07-29 06:10:07,334,IGN,"IGN seguido de outro IGN (2025-07-30 09:54:51, seq: 652)"
Ignição,IGN sem IGF posterior,2025-07-29 06:10:07,334,IGN,IGN sem IGF correspondente posterior
Velocidade,Excesso sem Retorno posterior,2025-07-29 07:25:30,385,Excesso de velocidade,Excesso de velocidade sem Retorno posterior
Velocidade,Excessos consecutivos - possível perda de Retorno,2025-07-29 07:25:30,385,Excesso de velocidade,"Excesso seguido de outro Excesso (2025-07-29 12:18:25, seq: 581)"
Velocidade,Excesso sem Retorno posterior,2025-07-29 12:18:25,581,Excesso de velocidade,Excesso de velocidade sem Retorno posterior
Velocidade,Excessos consecutivos - possível perda de Retorno,2025-07-29 12:18:25,581,Excesso de velocidade,"Excesso seguido de outro Excesso (2025-07-29 12:33:45, seq: 597)"
